Name;Date;Value
AIR_0123_945_03_PT;01/10/2022 20:45:45;53.3167
AIR_0123_945_03_PT;01/10/2022 20:45:47;52.00376
AIR_0123_945_03_PT;01/10/2022 20:45:49;54.72367
AIR_0123_945_03_PT;01/10/2022 20:45:51;52.48481
AIR_0123_945_03_PT;01/10/2022 20:45:53;54.01476
AIR_0123_945_03_PT;01/10/2022 20:45:55;54.14497
AIR_0123_945_03_PT;01/10/2022 20:45:57;54.53559
AIR_0123_945_03_PT;01/10/2022 20:45:59;54.03646
AIR_0123_945_03_PT;01/10/2022 20:46:01;54.0654
AIR_0123_945_03_PT;01/10/2022 20:46:03;54.14497
AIR_0123_945_03_PT;01/10/2022 20:46:05;53.94965
AIR_0123_945_03_PT;01/10/2022 20:46:07;54.239
AIR_0123_945_03_PT;01/10/2022 20:46:09;54.94068
AIR_0123_945_03_PT;01/10/2022 20:46:11;53.96412
AIR_0123_945_03_PT;01/10/2022 20:46:13;53.89178
AIR_0123_945_03_PT;01/10/2022 20:46:15;54.65133
AIR_0123_945_03_PT;01/10/2022 20:46:17;52.35098
AIR_0123_945_03_PT;01/10/2022 20:46:19;53.72541
AIR_0123_945_03_PT;01/10/2022 20:46:21;53.20457
AIR_0123_945_03_PT;01/10/2022 20:46:23;54.97685
AIR_0123_945_03_PT;01/10/2022 20:46:25;54.79601
AIR_0123_945_03_PT;01/10/2022 20:46:27;54.50666
AIR_0123_945_03_PT;01/10/2022 20:46:29;54.1088
AIR_0123_945_03_PT;01/10/2022 20:46:31;54.6875
AIR_0123_945_03_PT;01/10/2022 20:46:33;54.18113
AIR_0123_945_03_PT;01/10/2022 20:46:35;55.1577
AIR_0123_945_03_PT;01/10/2022 20:46:37;54.81047
AIR_0123_945_03_PT;01/10/2022 20:46:39;54.25347
AIR_0123_945_03_PT;01/10/2022 20:46:41;53.85561
AIR_0123_945_03_PT;01/10/2022 20:46:43;54.79601
AIR_0123_945_03_PT;01/10/2022 20:46:45;52.6331
AIR_0123_945_03_PT;01/10/2022 20:46:47;52.77054
AIR_0123_945_03_PT;01/10/2022 20:46:49;54.31858
AIR_0123_945_03_PT;01/10/2022 20:46:51;52.91522
AIR_0123_945_03_PT;01/10/2022 20:46:53;54.83941
AIR_0123_945_03_PT;01/10/2022 20:46:55;54.32581
AIR_0123_945_03_PT;01/10/2022 20:46:57;54.52474
AIR_0123_945_03_PT;01/10/2022 20:46:59;54.40538
AIR_0123_945_03_PT;01/10/2022 20:47:02;53.42159
AIR_0123_945_03_PT;01/10/2022 20:47:03;54.13773
AIR_0123_945_03_PT;01/10/2022 20:47:05;54.18113
AIR_0123_945_03_PT;01/10/2022 20:47:08;54.0654
AIR_0123_945_03_PT;01/10/2022 20:47:10;54.25347
AIR_0123_945_03_PT;01/10/2022 20:47:12;54.54282
AIR_0123_945_03_PT;01/10/2022 20:47:13;53.7471
AIR_0123_945_03_PT;01/10/2022 20:47:16;53.46861
AIR_0123_945_03_PT;01/10/2022 20:47:17;53.71094
AIR_0123_945_03_PT;01/10/2022 20:47:20;52.61864
AIR_0123_945_03_PT;01/10/2022 20:47:22;53.60243
AIR_0123_945_03_PT;01/10/2022 20:47:23;54.10518
AIR_0123_945_03_PT;01/10/2022 20:47:26;54.65133
AIR_0123_945_03_PT;01/10/2022 20:47:28;53.42159
AIR_0123_945_03_PT;01/10/2022 20:47:30;53.22627
AIR_0123_945_03_PT;01/10/2022 20:47:32;54.32581
AIR_0123_945_03_PT;01/10/2022 20:47:34;54.34751
AIR_0123_945_03_PT;01/10/2022 20:47:36;54.14497
AIR_0123_945_03_PT;01/10/2022 20:47:38;54.46325
AIR_0123_945_03_PT;01/10/2022 20:47:40;54.61516
AIR_0123_945_03_PT;01/10/2022 20:47:42;54.47049
AIR_0123_945_03_PT;01/10/2022 20:47:44;54.00029
AIR_0123_945_03_PT;01/10/2022 20:47:46;52.0327
AIR_0123_945_03_PT;01/10/2022 20:47:48;53.05989
AIR_0123_945_03_PT;01/10/2022 20:47:50;52.92607
AIR_0123_945_03_PT;01/10/2022 20:47:52;53.60243
AIR_0123_945_03_PT;01/10/2022 20:47:54;53.43967
AIR_0123_945_03_PT;01/10/2022 20:47:56;53.86285
AIR_0123_945_03_PT;01/10/2022 20:47:58;54.25347
AIR_0123_945_03_PT;01/10/2022 20:48:00;53.81944
AIR_0123_945_03_PT;01/10/2022 20:48:02;53.49392
AIR_0123_945_03_PT;01/10/2022 20:48:04;54.1088
